datetime,stock_code,news,aspect,sentiment
2023-01-06,GGR,"What happened Charging ahead in the first week of 2023, Gogoro (NASDAQ: GGR) provided investors with an auspicious bit of news on Thursday. The battery-swapping solutions specialist reported a strong performance in Taiwan in 2022, and investors took note.",General News | Opinion,0
2023-01-06,HKD,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.25 A.M. ET).,Stock Commentary,0
2023-01-06,DAVE,"Financial stocks were mostly higher in afternoon trading, with the NYSE Financial Index rising 1.7% and the Financial Select Sector SPDR Fund (XLF) ahead 1.6%.",Markets,1
2023-01-06,MVO,_,Stock Commentary,0
2023-01-06,DAVE,"Financial stocks were mostly finishing with large gains late in afternoon trading, with the NYSE Financial Index rising 2.6% and the Financial Select Sector SPDR Fund (XLF) ahead 2.4%.",Markets,1
2023-01-06,MDVL,"UnitedHealth Group Incorporated&rsquo;s UNH arm, Optum, recently announced a strategic partnership with Northern Light Health, an integrated delivery system in Maine. The move is expected to boost Northern Light&rsquo;s efficiency, cut costs and enable it to provide better service an",Company | Product News,0
2023-01-06,CALT,Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,Stock Commentary,0
2023-01-06,KFFB,_,Stock Commentary,0
2023-01-06,AGLE,"(RTTNews) - Aeglea BioTherapeutics, Inc. (AGLE), a clinical-stage biotechnology company, announced Friday changes to its corporate structure, including the appointment of Cortney Caudill to the newly created role of chief product officer, with effect from January 6.",Company | Product News,0
2023-01-06,AAIC,Investors interested in Finance stocks should always be looking to find the best-performing companies in the group. Has Arlington Asset Investment (AAIC) been one of those stocks this year? By taking a look at the stock's year-to-date performance in comparison to its Fina,Stock Commentary,0
2023-01-06,ONTF,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",Stock Commentary,0
2023-01-06,AADI,"Aadi Bioscience, Inc. (AADI) could be a solid choice for investors given its recent upgrade to a Zacks Rank #2 (Buy). This upgrade primarily reflects an upward trend in earnings estimates, which is one of the most powerful forces impacting stock prices.",Stock Commentary,1
2023-01-06,NXE,"(RTTNews) - NexGen Energy Ltd. (NXE, NXE.TO) announced that it has established an at-the-market equity program to offer and sell up to C$250 million of common shares from treasury.",Company | Product News,0
2023-01-06,FAT,_,Stock Commentary,0
2023-01-06,AMTD,"The NASDAQ 100 Pre-Market Indicator is up 40.69 to 10,781.91. The total Pre-Market volume is currently 56,608,732 shares traded.The following are the most active stocks for the pre-market session: CytomX Therapeutics, Inc. (CTMX) is +1.26 at $3.05, with 9,878,789 shares traded.",Markets,1
2023-01-06,CTMX,Shares of CytomX Therapeutics CTMX were up 55.3% in after-market trading on Jan 5 after management announced its collaboration agreement with Moderna MRNA to create investigational mRNA-based conditionally activated therapies.,Stock Movement,1
2023-01-06,VLGEA,"The following are today's upgrades for Validea's Book/Market Investor model based on the published strategy of Joseph Piotroski. This value-quant strategy screens for high book-to-market stocks, and then separates out financially sound firms by looking at a host of improving fina",Company | Product News,0
2023-01-06,PETQ,"Here at Zacks, we focus on our proven ranking system, which places an emphasis on earnings estimates and estimate revisions, to find winning stocks. But we also understand that investors develop their own strategies, so we are constantly looking at the latest trends in va",Financials,0
2023-01-06,LBTYK,"In trading on Friday, shares of Liberty Global plc (Symbol: LBTYK) crossed above their 200 day moving average of $21.67, changing hands as high as $21.82 per share. Liberty Global plc shares are currently trading up about 2.7% on the day. The chart below shows the one year pe",Stock Movement,1
2023-01-06,CMMB,"For Immediate ReleaseChicago, IL &ndash; January 6, 2023 &ndash; Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks recently featured i",Earnings,0
2023-01-06,NATH,"The following are today's upgrades for Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.NATHAN'S FAMOUS, INC. (NATH) is a small-cap growth",Company | Product News,0
2023-01-06,FTEK,"For those looking to find strong Industrial Products stocks, it is prudent to search for companies in the group that are outperforming their peers. Has Andritz (ADRZY) been one of those stocks this year? By taking a look at the stock's year-to-date performance in comparis",Stock Commentary,0
2023-01-06,BVXV,(RTTNews) - BiondVax Pharmaceuticals Ltd. (BVXV) said that its inhaled COVID-19 therapy virtually eliminated SARS-COV-2 virus in a preclinical in vivo proof-of-concept study. First-in-human Phase 1/2a clinical trial is planned for late 2023.,Company | Product News,-1
2023-01-06,RGP,"The following are today's upgrades for Validea's Value Investor model based on the published strategy of Benjamin Graham. This deep value methodology screens for stocks that have low P/B and P/E ratios, along with low debt and solid long-term earnings growth.RESOURCES CONNECTION,",Company | Product News,0
2023-01-06,SPRB,"Health care stocks were moderately higher compared with most other sectors Friday afternoon, with the NYSE Health Care Index rising 0.5% and the Health Care Select Sector SPDR Fund (XLV) up 0.7%.",Markets,1
2023-01-06,SPRB,"Healthcare stocks were moderately higher compared with most other sectors Friday afternoon, with the NYSE Health Care Index rising 0.8% and the Health Care Select Sector SPDR Fund (XLV) up 1.0%.",Markets,1
2023-01-06,SLNA,"Selina Hospitality PLC, the fast-growing experiential hospitality brand targeting millennial and Gen Z travelers, today announced that the Company will participate in the following investor and industry conferences:. Dates: January 8-11, 2023 Where: Loews Miami Beach Hotel, Miami What: Sam Khazary, EVP and Global Head of Corporate Development, will be...",Company | Product News,0
2023-01-06,QMCO,Western Digital WDC shares ended the last trading session 6.6% higher at $35.23. The jump came on an impressive volume with a higher-than-average number of shares changing hands in the session. This compares to the stock's 3.2% loss over the past four weeks.,Stock Movement,1
2023-01-06,SPRB,"(RTTNews) - Shares of Spruce Biosciences, Inc. (SPRB) are rising more than 100% Friday morning after the company announced partnership with Japan's Kaken Pharmaceutical to develop Spruce's investigational drug, tildacerfont, for the treatment of congenial adrenal hyperplasia (CAH",Stock Movement,1
2023-01-06,ABOS,"For those looking to find strong Medical stocks, it is prudent to search for companies in the group that are outperforming their peers. Novo Nordisk (NVO) is a stock that can certainly grab the attention of many investors, but do its recent returns compare favorably to th",Stock Commentary,0
2023-01-06,SPRB,"Health care stocks were rising pre-bell Friday, with the Vanguard Health Care Index Fund (VHT) climbing 1.6% and the Health Care Select Sector SPDR Fund (XLV) 0.4% higher.",Markets,1
2023-01-06,SPRB,"Health care stocks were moderately higher compared with most other sectors Friday afternoon, with the NYSE Health Care Index rising 0.5% and the Health Care Select Sector SPDR Fund (XLV) up 0.7%.",Markets,1
2023-01-06,RSVR,"Hilton Worldwide Holdings Inc. HLT will likely benefit from a rise in leisure demand, unit-expansion efforts and its loyalty program. However, supply chain challenges and inflationary pressures are headwinds.Let us discuss the factors that highlight why investors should r",Company | Product News,1
2023-01-06,AVNW,"The following are today's upgrades for Validea's Price/Sales Investor model based on the published strategy of Kenneth Fisher. This value strategy rewards stocks with low P/S ratios, long-term profit growth, strong free cash flow and consistent profit margins.AVIAT NETWORKS INC (",Company | Product News,0
2023-01-06,CTMX,"The NASDAQ 100 Pre-Market Indicator is up 40.69 to 10,781.91. The total Pre-Market volume is currently 56,608,732 shares traded.The following are the most active stocks for the pre-market session: CytomX Therapeutics, Inc. (CTMX) is +1.26 at $3.05, with 9,878,789 shares traded.",Markets,1
2023-01-06,CTMX,(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.25 A.M. ET).,Stock Commentary,0
2023-01-06,NBRV,"Health care stocks were rising pre-bell Friday, with the Vanguard Health Care Index Fund (VHT) climbing 1.6% and the Health Care Select Sector SPDR Fund (XLV) 0.4% higher.",Markets,1
2023-01-06,NBRV,"Health care stocks were moderately higher compared with most other sectors Friday afternoon, with the NYSE Health Care Index rising 0.5% and the Health Care Select Sector SPDR Fund (XLV) up 0.7%.",Markets,1
2023-01-06,BPRN,"The following are today's upgrades for Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.NATHAN'S FAMOUS, INC. (NATH) is a small-cap growth",Company | Product News,0
2023-01-06,MPB,"Bank OZK&rsquo;s OZK branch consolidation initiatives, along with solid loan balances, are expected to continue supporting top-line growth. Driven by higher interest rates, the company&rsquo;s margins are expected to improve in the near term.However, operating expenses might remain e",Company | Product News,1
2023-01-06,MMAT,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-06,LVO,"Declining consumer demand and supply chain disruptions continue to affect companies in the Zacks Audio Video Production industry. Also, fierce competition from importers of comparatively low-priced devices puts pressure on these industry players. Online accessibility of r",Macro,-1
2023-01-06,LUNG,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",Stock Commentary,0
2023-01-06,CFBK,"Bank OZK&rsquo;s OZK branch consolidation initiatives, along with solid loan balances, are expected to continue supporting top-line growth. Driven by higher interest rates, the company&rsquo;s margins are expected to improve in the near term.However, operating expenses might remain e",Company | Product News,1
2023-01-06,CFBK,"Amid extreme market volatility and recession risk on macroeconomic and geopolitical headwinds, investors are shying away from investing in stocks. Despite this, there are a number of stocks worth considering based on strong fundamentals and prospects. One such banking sto",Markets,-1
2023-01-06,CGBD,Investors interested in Finance stocks should always be looking to find the best-performing companies in the group. Has Arlington Asset Investment (AAIC) been one of those stocks this year? By taking a look at the stock's year-to-date performance in comparison to its Fina,Stock Commentary,0
2023-01-06,DDL,Dingdong Cayman Limited Sponsored ADR (DDL) shares rallied 21.2% in the last trading session to close at $6.47. This move can be attributable to notable volume with a higher number of shares being traded than in a typical session. This compares to the stock's 9% gain over,Stock Movement,1
2023-01-06,GRPH,"Health care stocks were rising pre-bell Friday, with the Vanguard Health Care Index Fund (VHT) climbing 1.6% and the Health Care Select Sector SPDR Fund (XLV) 0.4% higher.",Markets,1
2023-01-06,TMP,"In trading on Friday, shares of Tompkins Financial Corp (Symbol: TMP) crossed above their 200 day moving average of $76.30, changing hands as high as $77.27 per share. Tompkins Financial Corp shares are currently trading up about 1% on the day. The chart below shows the one y",Stock Movement,1
2023-01-07,JRSH,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-07,GRVY,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-07,GCBC,"Although the Nasdaq Composite was down 33% in 2022 and the S&amp;P 500 dropped about 19% last year, not all stocks were in negative territory. In fact, these two stocks -- both of them financial stocks -- not only beat the market, but blew it out of the water.",Markets,-1
2023-01-07,MPB,The following are today's upgrades for Validea's Low PE Investor model based on the published strategy of John Neff. This strategy looks for firms with persistent earnings growth that trade at a discount relative to their earnings growth and dividend yield.MID PENN BANCORP INC (M,Company | Product News,0
2023-01-07,CCRD,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-08,NWLI,"The following are the top rated Financial stocks according to Validea's Book/Market Investor model based on the published strategy of Joseph Piotroski. This value-quant strategy screens for high book-to-market stocks, and then separates out financially sound firms by looking at a",Stock Commentary,0
2023-01-08,STEW,"""This morning a """"Potential Dividend Run Alert"""" went out for Srh Total Return Fund Inc (NYSE: STEW), at our DividendChannel.com Dividend Alerts service (a free email alerts feature). Let's look at the situation in greater detail, shall we? First of all, what is a """"Dividend Run"""" a""",Dividend,1
2023-01-08,BBAR,"The following are the top rated Financial stocks according to Validea's Price/Sales Investor model based on the published strategy of Kenneth Fisher. This value strategy rewards stocks with low P/S ratios, long-term profit growth, strong free cash flow and consistent profit margi",Stock Commentary,0
2023-01-08,DHIL,"The following are the top rated Financial stocks according to Validea's Patient Investor model based on the published strategy of Warren Buffett. This strategy seeks out firms with long-term, predictable profitability and low debt that trade at reasonable valuations.CREDIT ACCEPT",Stock Commentary,0
2023-01-08,BBAR,"The following are the top rated Financial stocks according to Validea's Patient Investor model based on the published strategy of Warren Buffett. This strategy seeks out firms with long-term, predictable profitability and low debt that trade at reasonable valuations.CREDIT ACCEPT",Stock Commentary,0
2023-01-08,CGBD,"The following are the top rated Financial stocks according to Validea's Book/Market Investor model based on the published strategy of Joseph Piotroski. This value-quant strategy screens for high book-to-market stocks, and then separates out financially sound firms by looking at a",Stock Commentary,0
2023-01-08,HAFC,The following are the top rated Financial stocks according to Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.AMALGAMATED BANK (AMAL) is,Stock Commentary,0
2023-01-08,IBOC,The following are the top rated Financial stocks according to Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.AMALGAMATED BANK (AMAL) is,Stock Commentary,0
2023-01-08,AMAL,"The following are the top rated Financial stocks according to Validea's Growth Investor model based on the published strategy of Martin Zweig. This strategy looks for growth stocks with persistent accelerating earnings and sales growth, reasonable valuations and low debt.ACI WORL",Stock Commentary,0
2023-01-08,AMAL,The following are the top rated Financial stocks according to Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.AMALGAMATED BANK (AMAL) is,Stock Commentary,0
2023-01-09,SLDB,"(RTTNews) - Life sciences company Solid Biosciences Inc. (SLDB) announced Monday the appointment of Kevin Tan, a seasoned industry professional, as Chief Financial Officer.",Personnel Change,0
2023-01-09,MTC,"Thailand's baht and South Korea's won led gains among strengthening Asian emerging currencies on Monday as investors scaled back bets for U.S. Federal Reserve rate hikes, while reopening of China's borders further lifted risk sentiment.",Currencies,1
2023-01-09,MTC,"Thailand's baht and South Korea's won led gains among strengthening Asian emerging currencies on Monday as investors scaled back bets for U.S. Federal Reserve rate hikes, while reopening of China's borders further lifted risk sentiment.",Currencies,1
2023-01-09,HRT,The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,Stock Commentary,0
2023-01-09,OESX,"Acuity Brands (AYI) came out with quarterly earnings of $3.29 per share, beating the Zacks Consensus Estimate of $2.92 per share. This compares to earnings of $2.85 per share a year ago. These figures are adjusted for non-recurring items.",Financials,1
2023-01-09,HKD,"The NASDAQ 100 Pre-Market Indicator is up 72.87 to 11,113.22. The total Pre-Market volume is currently 61,028,475 shares traded.The following are the most active stocks for the pre-market session: ProShares UltraPro QQQ (TQQQ) is +0.31 at $17.95, with 4,179,062 shares traded. Th",Markets,1
2023-01-09,MERC,"Designed to provide broad exposure to the Small Cap Value segment of the US equity market, the Invesco S&amp;P SmallCap 600 Pure Value ETF (RZV) is a passively managed exchange traded fund launched on 03/01/2006.",Company | Product News,0
2023-01-09,MDXG,"(RTTNews) - MiMedx Group, Inc. (MDXG), placental biologics firm, on Monday reaffirmed its guidance for the fourth quarter and fiscal 2022.",Financials,1
2023-01-09,ALLT,"Jacobs Solutions Inc. J has been generating substantial recurring revenues that are complemented by accelerating growth in the areas of climate response, consulting &amp; advisory and data solutions. Accelerating demand for Jacobs&rsquo;s consulting services for infrastructure,",Financials,1
2023-01-09,SPI,"Energy stocks were ending narrowly mixed Monday afternoon, with the NYSE Energy Sector Index rising 0.1% compared with a 0.4% decline for the Energy Select Sector SPDR Fund (XLE).",Energy | Oil,1
2023-01-09,SPI,"Energy stocks were mixed this afternoon, with the NYSE Energy Sector Index rising 0.4% compared with a 0.6% decline for the Energy Select Sector SPDR Fund (XLE).",Energy | Oil,1
2023-01-09,SPI,Technology stocks were gaining pre-bell Monday. The Technology Select Sector SPDR Fund (XLK) was 0.6% higher and the iShares Semiconductor ETF (SOXX) was recently rising past 1%.,Markets,1
2023-01-09,SPRB,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,PINE,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,GIM,_,Stock Commentary,0
2023-01-09,GHI,"Investors in Greystone Housing Impact Investors LP GHI need to pay close attention to the stock based on moves in the options market lately. That is because the Feb 17, 2023 $24.80 Call had some of the highest implied volatility of all equity options today.",Stock Commentary,0
2023-01-09,JILL,"(RTTNews) - Apparel retailer J.Jill, Inc. (JILL) Monday said it continues to expect fourth-quarter revenues to be flat to down 3 percent compared to last year, and adjusted EBITDA to be in the range of $9.0 million and $11.0 million.",Financials,-1
2023-01-09,DRTT,The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,Stock Commentary,0
2023-01-09,LINK,"Have you heard about the next big thing in the internet world? It's called Web3, and it's all about using blockchain technology and decentralization to power the next generation of the Web. This stuff is getting a lot of attention lately, and smart investors should keep an eye on",General News | Opinion,0
2023-01-09,LINK,"What happened In the world of large-cap cryptocurrencies, it's been a rough go over the past year. That said, 2023 has provided a much different start for investors who have seen their portfolios disintegrate in 2022. Accordingly, various positive macro factors including what app",General News | Opinion,0
2023-01-09,INDO,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,VXRT,Profound Medical (PROF) shares rallied 5.1% in the last trading session to close at $11.62. This move can be attributable to notable volume with a higher number of shares being traded than in a typical session. This compares to the stock's 109.9% gain over the past four w,Stock Movement,1
2023-01-09,RDW,"British housebuilders may cut dividends to preserve cash and ride out a property downturn, as high mortgage rates make homes less affordable and economic uncertainty deters buyers.",Macro,-1
2023-01-09,AFIB,"(RTTNews) - Arrhythmia management company Acutus Medical, Inc. (AFIB) announced Monday that it expects revenues for the fourth quarter in a range of approximately $4.7 million to $4.9 million, compared to $4.4 million in the prior-year quarter.",Financials,1
2023-01-09,TKLF,"In light of the return of tourism, Yoshitsu Co. Ltd., a Tokyo- based provider of health, wellness, beauty products, home goods, and food, announced some new domestic duty-free shopping opportunities. Since early November, Yoshitsu has provided pickup services at its Urawa and KoshigayaRyutsudanchi stores in Saitama, Japan. Additionally, the company is offering...",Company | Product News,0
2023-01-09,IGIC,"""Ready to take a trip abroad and scope out some investable brands in far-away lands? As we embark on a new year, it's time to look beyond local businesses, as some of the most intriguing trading opportunities involve international stocks. Granted, this will require extra due diligence as cross-border investing can entail political and economic complexities that are literally foreign to many retail traders. The rewards could certainly be worth the extra effort, however, as the following top-tier international stocks have """"bargain"""" written all over them - and great deals are always worth a look, regardless of their physical location. Let's take a look, then, at CPG, IGIC, and ASML, three worthy international stock picks for 2023. Crescent Point Energy ( NYSE:CPG) Let's start our journey abroad to the Great White North, also known as Canada, where Crescent Point Energy drills for oil and natural gas. While Crescent Point Energy gets light, sweet crude oil out of the ground, investors can collect some sweet distributions as the company has a 3.1% dividend yield on a trailing-12-month basis and a 4.4% yield on a forward basis. Bargain hunters should pay close attention, as Crescent Point Energy's P/E ratio of 2.3x is absolutely rock-bottom. It's entirely conceivable that CPG stock could revisit its $10 from the summer of 2022, especially if oil and natural gas prices rise. Plus, Crescent Point is an aggressive driller that expects to generate annual average production of 134,000 to 138,000 boe/d (barrels of oil equivalent) in 2023, so feel free to consider this Canadian energy up-and-comer. What is the Price Target for CPG Stock? CPG has a Strong Buy consensus rating based on four unanimous Buy ratings assigned in the past three months. The average Crescent Point Energy stock price target of $10.97 implies 59.3% upside potential. International General Insurance Holdings ( NASDAQ:IGIC) Registered in Bermuda, International General Insurance Holdings is ready to insure almost anything -- energy, property, general aviation, marine cargo, professional indemnity, and even political violence. This is a truly international insurer, with operations ranging from Bermuda to London, Malta to Dubai, Casablanca, and beyond. Again, I've handpicked a high-yield, low-valuation prospective winner for you. While International General Insurance Holdings' 2.75% annual dividend yield is tempting, the company's 5.7x P/E ratio is practically irresistible. Furthermore, International General Insurance Holdings demonstrated across-the-board year-over-year improvements in gross written premiums, net premiums earned, profit for the period, and EPS during 2022's third quarter - a solid financial performance for this international pick. What is the Price Target for IGIC Stock? IGIC has a Moderate Buy consensus rating based on a single Buy rating assigned in the past three months. The average International General Insurance Holdings stock price target of $10 implies 21.5% upside potential. ASML Holding ( NASDAQ:ASML) ASML Holding hails from the Netherlands, and it's not exactly a microchip maker. Rather, this Dutch company creates equipment that can be used to design and manufacture microchips. It's an indirect way to wager on a global recovery in the chip market - and with ASML Holding, you can park your capital in a business that usually beats analysts' quarterly consensus EPS estimates. The 0.95% trailing dividend yield (1.17% forward yield) that ASML Holding pays isn't the main selling point, but it does sweeten the deal. More important is the company's long-term growth story, as ASML Holding envisions sales growth from €18.6 billion euros in 2021 to €44 billion - €60 billion euros in 2030. Moreover, as JPMorgan ( NYSE:JPM ) analyst Sandeep Deshpande points out, ASML Holding has a distinct advantage as the """"sole supplier"""" of extreme ultraviolet lithography (EUL) tools for the microprocessor manufacturing industry. Clearly, this is an international niche-market mover that tech investors should put on their radars. What is the Price Target for ASML Stock? ASML has a Strong Buy consensus rating based on seven unanimous Buy ratings assigned in the past three months. The average ASML Holding stock price target of $686.60 implies 10.5% upside potential. Conclusion: Should You Consider International Stocks in 2023? Crescent Point Energy, International General Insurance Holdings, and ASML Holding are about as diverse as three companies can be. Yet, they all provide compelling reasons for prospective investors to think outside the box and take a chance on some interesting foreign businesses. All three of them pay dividends and offer growth potential for this year and the years to come. With this in mind, there's only one conclusion to make: international stocks are definitely worth looking into in 2023, and CPG, IGIC, and ASML could be big winners for open-minded financial traders. Disclosure""",General News | Opinion,0
2023-01-09,HOLO,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,KEP,"In trading on Monday, shares of Korea Electric Power Corp (Symbol: KEP) crossed above their 200 day moving average of $7.99, changing hands as high as $8.00 per share. Korea Electric Power Corp shares are currently trading up about 0.9% on the day. The chart below shows the o",Stock Movement,1
2023-01-09,ACBAU,"--Ace Global Business Acquisition Limited, a special purpose acquisition company, announced today that at its annual general meeting of shareholders on January 5, 2023, the Company’ s shareholders voted in favor of the proposal to amend its memorandum and articles of association, giving the Company the right to extend the date by which the Company has to...",M&A | Investments,0
2023-01-09,VIRC,"In trading on Monday, semiconductors shares were relative leaders, up on the day by about 3.8%. Leading the group were shares of Applied Optoelectronics, up about 18.8% and shares of SiTime up about 9% on the day.",Markets,1
2023-01-09,VIRX,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,BTT,"In trading on Monday, shares of BlackRock Municipal Target Term Trust (Symbol: BTT) crossed above their 200 day moving average of $22.08, changing hands as high as $22.15 per share. BlackRock Municipal Target Term Trust shares are currently trading up about 0.8% on the day. T",Stock Commentary,1
2023-01-09,BOE,This market has reached a once-in-two-year turning point. And it's made our favorite income investments--closed-end funds (CEFs)--terrific contrarian buys.,General News | Opinion,1
2023-01-09,VOXX,(RTTNews) - VOXX International Corporation (VOXX) announced earnings for third quarter that decreased from last year,Financials,-1
2023-01-09,FARM,Performance Food Group (PFGC) shares rallied 5.6% in the last trading session to close at $59.89. This move can be attributable to notable volume with a higher number of shares being traded than in a typical session. This compares to the stock's 5.8% loss over the past fo,Stock Movement,1
2023-01-09,OPT,"Private equity firms that deemed drug development too risky for their liking in the past are increasingly investing in the sector, raising dedicated funds and coming up with deals that compensate them for the uncertainty involved.",General News | Opinion,0
2023-01-09,ERNA,The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,Stock Commentary,0
2023-01-09,AZZ,"AZZ (AZZ) came out with quarterly earnings of $0.88 per share, missing the Zacks Consensus Estimate of $0.93 per share. This compares to earnings of $0.85 per share a year ago. These figures are adjusted for non-recurring items.",Financials,1
2023-01-09,ELVN,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,ZD,"In trading on Monday, shares of Ziff Davis Inc (Symbol: ZD) crossed above their 200 day moving average of $81.32, changing hands as high as $82.78 per share. Ziff Davis Inc shares are currently trading up about 2.2% on the day. The chart below shows the one year performance o",Stock Movement,1
2023-01-09,ZYNE,"Picking bargain stocks that have a low price-to-earnings (P/E) ratio is a common phenomenon. The perception is that the lower the P/E, the higher will be the value of the stock. This inference is drawn on the simple logic that a stock&rsquo;s current market price does not justi",Stock Commentary,0
2023-01-09,DARE,"Dare Bioscience, Inc. (DARE) appears an attractive pick, as it has been recently upgraded to a Zacks Rank #1 (Strong Buy). This upgrade primarily reflects an upward trend in earnings estimates, which is one of the most powerful forces impacting stock prices.",Analyst Update,1
2023-01-09,AMPX,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,CURI,"Picking bargain stocks that have a low price-to-earnings (P/E) ratio is a common phenomenon. The perception is that the lower the P/E, the higher will be the value of the stock. This inference is drawn on the simple logic that a stock&rsquo;s current market price does not justi",Stock Commentary,0
2023-01-09,CVM,(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,Stock Commentary,0
2023-01-09,CGTX,The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,Stock Commentary,0
2023-01-09,CDZI,The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,Stock Commentary,0
2023-01-09,KLR,"British engineering contractor Keller Group Plc warned on Monday its annual operating profit would come in slightly below the bottom-end of market expectations, hit by financial reporting fraud in its Australia-based unit Austral.",Financials,-1
2023-01-09,MTRX,"""Momentum investing is essentially the opposite of the tried-and-tested Wall Street adage -- """"buy low and sell high."""" Investors following this investing style typically avoid betting on cheap stocks and waiting long for them to recover. They believe instead that one could""",General News | Opinion,0
2023-01-09,BLTE,"Belite Bio (NASDAQ: BLTE), TransMedics Group (NASDAQ: TMDX) and Rhythm Pharmaceuticals (NASDAQ: RYTM) set themselves apart over the past year with triple-digit share price gains.",Stock Movement,0
2023-01-09,API,"Jacobs Solutions Inc. J has been generating substantial recurring revenues that are complemented by accelerating growth in the areas of climate response, consulting &amp; advisory and data solutions. Accelerating demand for Jacobs&rsquo;s consulting services for infrastructure,",Financials,1
2023-01-09,UVV,"In trading on Monday, defense shares were relative laggards, down on the day by about 1.4%. Helping drag down the group were shares of Northrop Grumman, down about 3.6% and shares of Lockheed Martin down about 1.9% on the day.",Stock Movement,-1
2023-01-09,AZYO,The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,Stock Commentary,0
2023-01-09,SELB,(RTTNews) - Selecta Biosciences Inc. (SELB) expects topline data from the Phase 3 DISSOLVE clinical program investigating SEL-212 in chronic refractory gout in the first-quarter of 2023.,Company | Product News,0
2023-01-09,CLAR,"Private equity firms that deemed drug development too risky for their liking in the past are increasingly investing in the sector, raising dedicated funds and coming up with deals that compensate them for the uncertainty involved.",General News | Opinion,0
2023-01-09,ODV,"Nicola Mining Inc., is pleased to announce that it and Osisko Development Corp. have signed a Mining and Milling Profit Share Agreement. Nicola's Merritt Mill is the only facility in the Province of British Columbia permitted to accept third party gold and silver mill feed from throughout the province.. Nicola Mining Inc. is a junior mining company listed on...",Company | Product News,0
2023-01-09,RVSN,"--Rail Vision Ltd., a technology company that is seeking to revolutionize railway safety and the data-related market, today announced the successful demonstration of the field applicability of its innovative Switch Yard System for a Class 1 North American railroad. “Our AI-based obstacle detection technology is a key enabling technology for the future of...",Company | Product News,0
2023-01-09,RPTX,"Ultragenyx Pharmaceutical Inc. RARE announced preliminary results for the full year 2022. The company reported preliminary net product revenues for its marketed drugs, Crysvita and Dojolvi.",Earnings,0
2023-01-09,RILYP,"--B. Riley Financial, Inc. has declared cash dividends on its 6.875% Series A Cumulative Perpetual Preferred Stock and its 7.375% Series B Cumulative Perpetual Preferred Stock, each series of which is represented by depositary shares. B. Riley Financial is a diversified financial services platform that delivers tailored solutions to meet the strategic,...",Dividend,0
